N,P,K,Temperature,Humidity,pH,Rainfall,Label
118.49789179768445,45.035645916507285,49.94497011784771,24.513174647251546,75.69680988754935,5.555330421031799,241.4346500969845,Rice
100.10716092915446,41.02957502499979,45.572929284732226,33.623988289499806,74.79123781333945,5.717342308136835,223.41791404163445,Rice
119.42601816442402,44.84110543023001,53.44271094811757,31.424294229930766,74.752750879848,6.59232452291779,205.16746990788798,Rice
105.29223322374318,52.670594215217896,50.71549368149517,21.354346550816125,86.70604991178476,5.981170097457603,177.97777655997814,Rice
81.63100566219056,51.81785886376484,53.55128723684565,20.248817433917843,80.24186116598563,5.839743662796907,246.77591856141748,Rice
86.97465716019965,53.81875476204932,47.734706926010745,34.050949831051014,72.75041888291986,6.011599526575388,167.02102818608836,Rice
116.98774473114251,57.54678706761962,45.15883255430311,29.899760690512686,86.34444400402433,6.332801217399194,229.44758675340097,Rice
89.67409163601806,41.862055356117985,57.944315159066534,33.506270857449955,82.66202914546535,6.008544686573051,202.38143619189913,Rice
109.03822715480958,57.94220519905154,57.741728485302346,31.698133187864357,82.84063292308575,5.6262099474925735,174.24430711419205,Rice
115.94216754108317,52.1285811931918,40.18394103233259,21.522073142990482,83.27003538216111,5.507592375769328,174.1212077126248,Rice
101.94935157466344,53.83790395385387,53.03922519005201,23.3640396419084,84.24358442695072,5.8558736312452,198.80995472389014,Rice
109.85965620472096,52.992657980944294,56.98446820988356,29.86419338450515,81.36617206670942,5.640512151742139,205.157370458915,Rice
90.60809470726902,44.87979286758167,59.46021109504891,25.896465870001407,87.84093110354226,6.446707938995894,269.2216955312473,Rice
100.10548372420769,51.53807769252718,49.85035387637728,22.928644816970667,84.44904230523011,5.921158543661283,153.64739496471807,Rice
105.81889183628671,43.54221358814098,58.80917168705828,34.30892865503881,88.29728780440897,6.055238050383167,152.3184924793301,Rice
117.13274250350901,48.563682966346285,59.33309638087339,34.45429965633879,87.0601891093472,5.941673338104379,207.7646592902888,Rice
114.04546686067428,46.33844010312555,43.38985493372185,28.352018936875254,88.72309548321562,6.54404469501246,235.50917551340473,Rice
83.88705975083074,52.3001445339834,59.801077002085265,22.10126022854786,80.36659304727473,6.816059607891933,261.1152926631307,Rice
107.88062963981072,54.049681679742186,47.1898230243951,24.4038776639674,86.18722310957027,6.715170092018771,280.0608477870155,Rice
116.52962210225886,50.22684797721875,50.03032589374399,31.974427684501627,82.9992786155553,6.552950315886555,269.36890041541517,Rice
115.60021367270265,46.75990313703072,47.511659052798876,21.409729097613035,81.56560281992348,5.553913410695113,219.83970271986902,Rice
101.70578538830307,45.73082504256569,51.81666521138021,20.457503749085742,70.7469637749843,6.733900840989487,204.02859621168943,Rice
85.0824205060754,50.444865201096086,55.39987106197222,23.23731541245265,82.45780951638001,5.628021197490652,157.75225817529116,Rice
101.25418526272591,50.81270243220213,52.74859802996413,30.891370005839924,89.5170415892507,6.274450522451793,198.4434709411869,Rice
111.80744779074814,45.416645025241486,48.77942841411272,21.17684572013399,70.50701486830916,6.943972622016887,275.3970180768309,Rice
107.83896824374793,48.1790588882854,43.46588640141692,22.346555640066292,75.00485796329191,6.3238399970591805,257.18938840500937,Rice
106.40789506870925,45.598677938918854,59.097305613263885,31.068453750436525,81.08708105022801,6.417581119351528,212.94000936416847,Rice
89.9092395800463,47.11945357302523,55.15692220928738,20.215902329446337,72.32145281013833,5.569003963032629,156.1093203478455,Rice
114.21842336044028,54.07315718760047,49.4834765817465,21.46751240976502,79.83231750233665,6.210207656170849,175.98028048650227,Rice
97.35406596951893,47.970094687947466,52.317001961044326,29.526404763014657,70.9060801954409,6.061918921939707,243.87898735713546,Rice
100.12545034320351,57.12979682376644,53.1738726323789,22.444016406221444,71.4113749480086,6.463628917309474,153.97669658124326,Rice
103.43102325093852,58.80460482849915,51.509483557517584,25.822548893097828,82.86576436884707,6.187379335737275,231.84251839739022,Rice
117.658592351061,47.722052756015486,59.22381127647829,33.58025962934096,73.91582269578593,5.604041951312748,165.11670020661398,Rice
80.72887302606199,41.888859215118565,53.66013546832714,21.067829726903433,76.37951260587522,6.767312966454182,153.4907903603739,Rice
112.57873930355743,45.637095495467996,42.36329655243313,30.45105748046226,82.57885693559768,6.8162080202905795,260.26065657058285,Rice
112.13923721539393,45.64069145142613,43.548790875594456,31.259221274612877,86.13669478534528,6.98575771300101,211.89265153671397,Rice
94.88072343171133,55.528259214839935,46.816070805060356,33.96135988405347,87.16825503686024,6.143491041062528,262.6306601687246,Rice
110.1817149633873,42.062477376718654,58.05105813359133,27.578785586717856,86.52914932215484,5.9800744015459175,284.3284842744301,Rice
95.56806714936653,40.21675302960597,58.10763952838528,21.369300151792004,76.38627275180829,6.925092950576207,292.59107204063343,Rice
102.93751552493144,52.63674424339598,48.96891043956639,24.39816157547097,76.57329090739832,6.508777684115557,262.85617941565204,Rice
111.66316174903395,55.79236285589108,41.82412206097381,27.41630457053872,71.15117520033289,6.324293323485604,216.22957520600656,Rice
115.508167310332,47.01830025104157,42.341340328552114,22.144875230792536,85.23021263434944,6.427327094974392,165.16840141841854,Rice
83.3642722445999,54.0193826291824,41.45526012728387,32.32790088935534,84.12484454312992,5.62202317096285,162.72565711277878,Rice
119.46558314004702,47.4854159151224,47.412842941337814,32.19199350886254,88.94497154767717,6.979001595734307,263.00672778884126,Rice
95.05038342123663,41.67001433397338,55.542938318548735,28.376063746037076,78.48444018493953,6.8595315776421035,166.6796223459227,Rice
99.70500417163436,40.22707289534838,49.37321283988253,20.84454913522756,72.37635832536144,5.676289370165657,247.38154531740952,Rice
109.84179517061693,51.667375301943196,59.24345096949084,25.62305869285556,75.71424172563721,6.80289869228419,183.53937577791788,Rice
118.52890157762445,40.243089493796326,59.397576534152776,20.647398679258643,87.82286227396142,6.29155166362945,298.94471941789504,Rice
82.95186258941595,51.077085688026415,59.38605071238198,27.846467662552232,82.58797276270525,6.543623033476926,218.181159715166,Rice
105.10232320336254,51.686286238462,58.02316020981978,20.681695705121868,75.6192637918446,6.925617226114838,283.53956758363745,Rice
98.22627011142852,52.40265195603074,45.54762365962265,22.82181739585642,79.27396809879964,6.0300283420390794,237.5484167776308,Rice
83.10938547859939,59.487896153323334,59.72421488959206,30.47242571029618,80.72192732688241,5.964291424429492,272.0692529560423,Rice
107.38924690215518,43.25233878689782,58.21854368987685,32.33805864384753,88.99599826583848,6.58857926258254,242.01227939036846,Rice
96.72972145162475,58.65456966708027,57.32127779000817,20.678280051592843,70.52733948994504,6.0646950503170745,271.58299961727494,Rice
119.49104517259778,43.008337822070565,51.8826143070427,25.713362849465323,89.39828795629207,6.763178384703563,275.74930570667067,Rice
98.7477263917988,48.2963900467533,45.468141438614126,20.845632449763908,87.29444752510106,6.719351513695116,299.9576509929196,Rice
119.86547348295622,51.10863411205255,55.379748303610214,34.17148594823642,86.99294781354823,5.871022152614796,217.58162029651402,Rice
85.1663766060598,59.08102054517445,52.1234926890176,23.42964208255194,83.43401368811713,6.427192360686844,203.72440770492608,Rice
84.54230368798517,53.43146391185599,50.40615401807587,31.58477587603459,80.40327002223987,6.77827225047781,232.78602581617284,Rice
102.43751886141546,57.533072053166904,48.06965732424794,22.01022842675961,70.57565352626678,6.632705883510429,243.04643270301972,Rice
108.16319072396894,44.25928323017821,42.727429511735394,20.21816998501823,77.01175117613194,6.38487653028195,208.83660676495984,Rice
97.49899688094916,58.08317388987497,46.96510934046601,27.709842337397163,85.67306025482286,6.094814173481906,243.313005034181,Rice
114.4945483498698,58.990412473152844,42.94146961858076,33.89881437742242,79.84232586159077,5.887366582448437,218.8703634357392,Rice
119.20130301141909,49.85236187985739,46.57503220575016,29.501012814750887,74.80291237556386,5.613794992162996,169.3319582865974,Rice
85.1218335583109,43.03805387024589,42.7765434529882,29.613121172048217,73.6376016879829,6.018500924985795,284.5182614859018,Rice
98.95846561051489,53.35115477042054,43.4463974240326,22.88433528213006,70.81737232532957,5.7534025946082465,191.78855085479378,Rice
87.08041937106987,41.77405067514111,42.412717422012015,26.911681520490887,74.12667436811586,6.0464047915721135,225.51259062822854,Rice
107.61579314517462,40.78624279682198,55.98820797818085,29.418505842363615,71.63518063897743,6.810367936160166,288.130860079772,Rice
82.44311839419456,45.537552962944076,56.12402559586123,31.223895355754877,73.69042038712755,5.814023985005066,205.5708154187073,Rice
99.38091940764085,52.36509543060592,47.378272791395446,26.938020741997217,84.94941876267512,5.555024804335897,187.8655416516031,Rice
108.5339834353821,57.904136753743984,50.233548842313326,27.981702278979736,72.14344022679552,6.171118550235182,229.89258996825347,Rice
89.69882014538919,45.38486461898762,47.54568326209245,20.301067966665897,76.44158331166356,5.817172010494817,199.12460282668718,Rice
84.79048527277004,57.8105456147979,51.87184907108097,30.186534787167346,85.78342477214676,6.247663298393586,163.03804321311355,Rice
101.48426167274191,51.736822360417584,54.908789483686604,26.47489319344519,72.55160605591128,5.925663858698087,204.46234445979525,Rice
105.83668965326405,51.41556609337824,47.12193451795692,34.79772873189469,82.11549638713774,5.855840187603992,165.26737089306056,Rice
86.11436556737328,44.919154567690164,43.21362746519112,22.798505360769585,75.70190337387695,5.760060392942132,284.5148136939638,Rice
83.20934982646568,50.49022779140509,48.20793653979323,34.735679253629094,72.24077804336105,6.096783398568612,295.42056499130535,Rice
114.62028503575921,56.341441418985596,45.1580565408988,22.563313810850985,83.37286439848862,6.894063983691378,233.51443395208946,Rice
102.864507578796,45.599581873205686,55.38985866383874,22.80565622836285,76.47358472808487,6.138154657924625,226.14155680266825,Rice
89.69638929660321,42.29673649478407,52.21240084883265,24.329458298603836,81.62476442845224,5.731544072911303,222.17101527822263,Rice
101.30357730206343,41.036470736448535,46.732085563878414,22.016220154084614,71.26749940945535,6.984940348584917,198.35307674620844,Rice
112.3949778341854,45.092813095275275,53.63005444447859,31.403417898345296,81.91277481215688,6.207364282825237,211.7761371220903,Rice
93.95473066171981,58.59058288495652,56.61238815575459,34.47540365999769,72.4859444697109,6.596301212805466,290.7510685231557,Rice
87.24932264662641,41.329925347335546,54.82241298580118,28.617096697698678,86.83657553516544,5.709658564939434,269.2900967789835,Rice
88.06509280190978,43.27311885731409,43.28531595861986,32.21862080347073,83.303944413924,6.284598137153679,203.82457261852537,Rice
115.08802163252433,47.84890214845271,56.33198878943154,26.587023628553276,77.53888858849815,6.19401967850441,195.2066811246213,Rice
109.90437520705004,50.054407801849585,44.64425390293635,33.49361859911853,77.67782442746423,6.315329291670983,285.97081664468203,Rice
104.96951983655968,42.33796081416728,58.796642472269504,29.415620796071266,76.69811229314172,5.708908108995081,269.1037783905444,Rice
104.80291023714054,50.66922183952643,57.87785166101915,31.82895816836796,73.03349759465502,5.9675831016933225,187.27337097216986,Rice
109.75785170290708,40.67064869471559,51.39779369742633,31.43688028611036,87.53531273523498,6.013122623073861,273.1885957008019,Rice
84.42526947820829,56.92904583469036,42.549773246639646,25.95930935840551,85.94590731559107,5.72487614102316,184.38770928489623,Rice
108.89010273572265,54.40073073092149,52.82295265770595,30.4092266670065,80.85448886695193,5.877698588360429,201.85439902558792,Rice
87.26390867205703,58.169011226672566,51.66783589532241,26.0127712514546,79.24011607288266,6.920925009417723,173.00271046741204,Rice
103.44919328067189,50.11777357768932,52.22908470869296,20.27165275731261,87.44247817888302,6.898177423725419,234.76997753838134,Rice
107.8660329550757,58.449987623545915,54.14477268626797,22.28808564371392,81.52576720333626,6.410072569574284,213.61960069535792,Rice
109.45776942498891,58.687340295380295,58.51137025813553,26.76259057106198,72.2647609168151,6.977261798443502,275.83471296689015,Rice
84.98650724813068,58.416837652347446,57.39792724124257,27.78257085689108,81.82550871489859,6.098504055805195,158.2142458233047,Rice
93.40788966583604,56.05706897196023,40.092640460092056,25.002487575367162,77.96337387181887,6.306093404406885,287.97834246191405,Rice
93.85383977463844,46.93906403792455,54.75002496219497,26.783269113347107,74.49209645879964,6.17865927419904,171.12855305696996,Rice
87.05547946024893,49.9673554547896,48.37850899009096,33.7226885160215,77.24787798233267,6.370882525417065,244.83964318792954,Rice
80.52377826353334,53.27074744033421,43.56071933739503,34.416054762041824,72.97325455506225,6.121936185590536,162.80245021179658,Rice
119.87497007383789,50.043900206624855,51.90770034640087,21.006147160826412,84.99920940798356,5.814858389643379,284.7081434161071,Rice
88.20558561928028,43.81375441327333,40.730993356961896,27.08100417664999,81.29682266525234,5.598562959142528,266.3291425042516,Rice
98.13155338992111,50.4878053865516,48.81525493876456,26.01144591312989,81.19280662616436,5.732860368896069,177.28921957429066,Rice
114.47142484054069,58.922309242672654,47.46618632559506,24.06117009715331,82.87999086478031,6.113101256647145,153.80795334905173,Rice
86.24610389464762,54.31944457694795,53.17847883820303,20.406439887552253,74.43944323865898,5.846612194882107,250.78391153980925,Rice
80.78842151017457,42.082171639691474,55.99832170746379,22.678169930815002,83.0549221570375,5.85727417157009,164.91620891390178,Rice
89.72688763997816,54.44533863711318,57.11392936212572,32.45329796850487,77.9436705923691,6.502127704855969,180.74764431237315,Rice
91.72590921044053,57.9267163704224,40.260038470214724,21.28262796281702,74.15772510292055,5.53979830581073,177.2153152634696,Rice
103.32166243878768,48.42849101184996,57.8534342215395,32.26165342607661,76.83634703395752,5.889135150146939,206.95386122509004,Rice
103.6117977005923,45.36127281645753,52.48297815698268,26.141174782868607,81.0409436170396,6.154189793702975,194.16986393128764,Rice
117.93813227848626,55.27211588319521,42.80226351532905,33.027019638468694,79.74862396499027,6.841828340341137,269.9782883920973,Rice
97.00854017876934,40.44938616640235,45.37354718769892,28.124513219913005,82.66956439652294,5.886831528149804,170.90341111092363,Rice
113.39720947197196,59.68804361407104,50.51380364605372,22.57518928772455,75.44614653038738,5.5275860148212,287.14482098407484,Rice
84.71004331560565,51.53032951028507,45.48110441374412,28.3126700377369,83.02840776703728,6.744612705560803,180.96319076409048,Rice
80.43983314633923,42.737712601376145,58.0003728369621,33.10835116343773,81.94826204340616,6.40077529065048,249.7555011819383,Rice
87.01485114493798,58.2882389184992,48.375410497841465,25.747077923742463,80.37835410565675,5.570448950162582,174.9425053134119,Rice
109.52134465705481,41.65597335850253,52.06304218932776,23.680236645219814,77.78591228083953,5.93304060515605,203.35090746974237,Rice
108.76183620736981,45.942434312463504,51.32809280593794,27.140756032986495,83.27342330725295,6.905244608987137,259.88581458153755,Rice
88.59761514363026,40.62366270122569,45.2452808859965,28.926168960503823,71.02851626968501,6.244549370801854,239.5264273375334,Rice
93.36975563267843,55.41824407491644,42.131965062675434,21.127066726037132,84.56377512407207,6.243236974309298,253.2603594641604,Rice
97.39309354414985,44.92804066478214,56.38204635348399,31.991238184534687,83.89392941708854,5.908217705844944,238.53460003036307,Rice
94.43895587760107,41.83164146653268,58.34627150924486,22.052279463784423,89.00474707641605,6.169008659436933,177.76993932579296,Rice
101.67603789513433,57.45891671752817,54.644497728191226,32.09841721792175,83.17566733421435,6.538414846776779,277.3793477347979,Rice
89.98672035436743,49.78849927286281,44.42418883639205,34.81502011994971,88.88118679373227,5.559140217052759,255.83627587735327,Rice
117.00993269662663,43.61150690254667,51.35890461105259,33.73232446382063,70.67891957171598,6.546130400870259,194.6023511058826,Rice
116.97584781506121,59.42116490330736,58.88532978226868,27.113213249861957,87.24085301978627,6.766824097802606,197.86507098648835,Rice
113.1566189660271,40.740152694309856,51.92539756964106,23.450132559315545,72.41133771554557,5.615429802443813,254.44331638172096,Rice
93.59499855072265,54.49533543057523,41.30712681597885,24.729355067459153,80.78982584750675,6.6860847472584455,197.81287543981048,Rice
105.03565505748037,57.71955496472374,52.31726376364609,23.494392121304507,70.48801563113076,6.805148310851395,153.19041162755806,Rice
114.98806690736798,50.57874268054424,58.781353970257925,31.981748536604982,89.95868221066675,6.026067723177565,265.07824333966903,Rice
96.07723654436968,49.59751240607818,52.5501092643674,33.10515671279508,89.6816693839859,6.652410120796777,212.66501732510005,Rice
96.85428009108281,54.75164603177783,44.775542915366046,21.65711169697092,77.09244315281553,5.930858487481123,194.4462180683985,Rice
89.3443100419964,40.84186379272724,40.35747869466827,34.81583584604047,78.55546267471725,6.076489970739523,251.94709240396048,Rice
88.73015551460257,58.99922367900451,55.72690028831104,21.341165034683893,78.35161551569857,6.818677461343247,291.70980334371154,Rice
98.69606044999479,52.268227784214154,43.3406789218415,34.86752939205465,74.63343402766887,6.914097661202689,247.44699734885526,Rice
104.30947179515437,50.25377022033017,44.61339623435517,22.647920480082625,74.4097241814035,5.7796573932163815,266.937671035013,Rice
94.00501036666921,41.15685353126793,59.38205260281623,33.25678827445138,88.55504566390425,6.992361733969653,176.0842873829231,Rice
95.84968075610635,55.164769514081826,53.92041236107585,22.308438595097826,86.31666249981235,5.836660857754991,183.57264222339347,Rice
101.47897691573654,51.858798696834064,51.60172415675622,21.37230256096632,87.5492172526076,5.898400063883059,169.42723819242062,Rice
115.54992319475909,59.11302996459507,57.24255234530901,32.14274112087317,83.10483961278044,6.326286055913709,163.0480139867115,Rice
96.33812852282794,47.45377034024628,45.195075675206525,30.851301705328773,79.91751470157541,5.621569323861472,183.0274802924717,Rice
107.33035054638384,41.522617189806006,57.02413828097538,27.427197905209617,79.61173154653297,6.388611676989276,273.7021448887724,Rice
93.91236831608772,53.56032305118127,51.31463927991582,24.005424052541322,87.57259972710315,6.696139032410392,248.76777519876384,Rice
114.02326916376967,57.34588401919605,54.1672595343007,32.555199925455085,83.94942923338567,6.520211157640451,242.79170673227765,Rice
110.10866558230565,43.17210210586148,57.617415183978565,33.07765291617848,70.58494566069118,6.738725125847144,169.3304801210168,Rice
93.40475417036568,54.87016512583216,43.21519792096616,32.26950536178593,86.64268355915485,6.261201600641254,150.95788075752503,Rice
91.48152532699652,52.33853836751484,59.62372356054847,29.477202905250024,75.1960716212832,6.451008554649417,230.99780695737832,Rice
111.19381580604575,42.13961277653917,55.22055805004056,28.118998680141654,89.25984007717989,6.012808249058029,244.89328397009223,Rice
117.2811242204007,42.05019455981358,58.74456974472902,30.318285834512203,71.35674118210343,5.951445350420224,256.22581329679224,Rice
82.69402405875087,51.643409203525465,46.917661139059135,29.313732766512157,70.91484067625025,6.807305209228565,296.02334537660954,Rice
118.75511421142767,54.9930366348585,42.60172480261264,31.373947938935338,70.49173832917603,5.533185327293496,198.5415328724312,Rice
99.54572761618664,55.40814835615586,53.665907532130106,26.688540595651226,75.47253332563332,6.995686750236567,213.92719533539594,Rice
98.05548097318702,43.27247642383338,55.89619097499859,30.40523338672233,74.4153922557752,5.623571568423764,252.07489531120694,Rice
106.1804485712454,45.46519053996418,59.0172712450082,22.265868376713502,78.64669602085203,6.9154238802513985,212.95909753891834,Rice
105.54103790656342,47.951887959255885,45.4843040469734,34.75966471939742,78.18668012630086,6.841148805518701,184.49319088366292,Rice
88.52418816100334,40.62268165769023,53.0333365075177,25.527895155856417,87.28716499679274,6.209814860037335,295.22901418720824,Rice
87.42102062812485,57.37246335911222,55.53193705583483,31.563827669660782,86.89566456233776,6.641535986414498,243.93304824471232,Rice
85.2497951072955,40.65052358982504,58.41695695631374,29.249754717811072,85.93074581952352,6.222283527268825,167.59622834435916,Rice
85.00743168810202,53.71130574457943,48.60611789798925,23.00787090050505,79.83189093482873,5.596313405612701,237.2957102871598,Rice
90.75973617740391,55.951182012743764,46.207239178471475,26.828302236227017,70.23241079816201,5.6086703316918385,208.87403346100274,Rice
99.19755338868494,52.00041096238607,45.833251574186065,30.424728291898138,87.2024479437841,6.669776483340025,155.94282380225357,Rice
99.22027789031316,42.0986035683635,44.84090031725055,34.799938899007195,72.84991085803027,6.248332230177034,242.72336014771787,Rice
108.09859882176416,51.19297366973828,40.195416948383674,24.896919623659876,80.35423286769424,5.63179974871725,202.59403968137713,Rice
81.32812435165467,41.571569943100414,47.93846552403192,21.990736310645904,81.35081696523116,6.534197453705898,270.08800486636244,Rice
88.0060097697924,43.349651645181396,42.091356806688005,29.54645374315455,84.12951452973802,5.547379217238463,290.4318369365535,Rice
82.0788513460589,50.825926706021406,54.18121038901833,33.06453685619128,84.28173864264855,6.702592124604688,200.9175288814209,Rice
112.5930045498605,41.6022969276935,57.89633312121055,28.213885642306046,86.34595539924987,6.17847742677745,246.53665427947874,Rice
101.05610643744453,54.63179043510664,41.632599640611794,20.905281259858455,74.94206468020293,5.739317020169782,280.7675349888302,Rice
88.76855949432178,59.51730511638263,46.737915835422136,22.73176873533049,85.79397014284959,6.488061663251314,224.72935746797083,Rice
102.21454203750525,54.384035565445274,44.56909482662597,34.94500874085113,89.49586324293566,6.475488529520406,179.93136763937179,Rice
107.20912969725165,41.443968179583514,40.61305004411612,23.865243327668203,79.25245913478632,6.802408758112571,259.0753604649462,Rice
109.70826084799924,48.50986668896151,46.91869985093926,25.56558144476904,89.75299127472115,5.560163787118723,280.0547244183673,Rice
103.14701634289574,48.77230838379181,54.50515320830273,27.300034121370544,87.46846476163321,6.851052796016887,213.25813903101832,Rice
91.07311188940207,51.84700657186724,58.24726691233382,23.159932835084998,82.45933167126965,6.447340330138781,259.96695336229214,Rice
85.2627074050904,54.31649929364177,58.18065041331282,22.695246633053628,74.75086649847755,6.957092641062459,177.14654290642346,Rice
114.17540373478317,49.84555712896069,44.94462148806354,33.06124851908767,78.90610510005331,6.272226030894535,203.88500540996486,Rice
103.71803405739709,43.27047745170046,47.821630733035214,34.54118483502931,75.16266865402255,6.4851049968119385,198.77850963370423,Rice
110.93892502746402,42.617473214366996,59.39642090157089,26.80684312075459,74.72100926692929,5.610245120995019,175.4636857631311,Rice
100.79095794224071,46.740063528625726,56.577667317652185,26.46331285492709,74.97428545175259,6.425717479906045,256.01658253281687,Rice
86.681676316038,43.35238432576635,40.73342853867086,31.04603022598461,83.2760905524361,6.211946313624721,276.6255673453796,Rice
112.22680611800213,51.70708728793504,57.36542561026518,23.087618150551524,72.23839238795456,5.9046244172754845,158.56302841339723,Rice
101.24678112004128,58.73211384589923,40.78687081337019,21.831648710150404,79.0439805656687,6.900812526291857,197.42341574651257,Rice
100.2893923475357,40.83145718100784,42.966864019241775,34.7994518443827,89.30237392872091,5.507409971401614,292.77176781348584,Rice
105.56479751262002,57.35836589040044,49.094797112677185,27.733940428688754,79.7769316051384,6.500296386319157,170.94768821344692,Rice
81.19894359490712,46.15859883182382,54.09361525473294,23.027801781844225,83.46864866649835,6.954868069160906,164.08510736841276,Rice
106.90408472900505,48.87500438609142,57.362845087550106,22.657246841710787,83.85251904452329,6.757172934472165,291.6921329211035,Rice
107.32992113158583,49.94349528016855,52.35694480402428,33.033574767180774,81.4121949327766,5.5455805895452555,289.64230432604666,Rice
107.58107004126245,53.53026771554493,44.31350304795434,29.883282053489857,77.87728811308317,6.476849465562238,165.9889545461986,Rice
106.31381218412145,59.98827451541333,40.96424077721112,34.65761276331976,78.13815921445742,6.8061301755058885,267.357822608741,Rice
102.68065043946672,54.76898418502653,57.57031122602696,26.062104824765495,76.54066323126477,6.501390078345377,271.1768912911888,Rice
110.49140539106463,55.95627297717269,48.711666296258656,32.26751324262533,72.40418110741217,6.316733646941274,150.86379907471823,Rice
92.98343319601081,47.32923069742796,47.92345383218511,30.432008100347932,77.77116202540691,6.173040433933796,185.63161963114914,Rice
94.9300716651736,44.54539254526303,41.46391847536887,29.05172890072067,83.36425597110032,6.429235519014422,219.52410657008585,Rice
95.19143120716919,57.26667299143651,50.38163570272436,27.187728164445964,70.51284131612871,6.011871741439235,207.02934281787856,Rice
95.95291123587602,51.60344738454665,50.672050934537566,29.11857639190167,85.29766523084257,6.71947860807414,257.71846143397414,Rice
118.22094783819739,40.36465165352723,43.91555971367092,20.11344312467213,82.94949428309206,6.84704582342498,186.5223444864449,Rice
117.08138179185227,41.20534780579122,58.68872053611028,25.274340308594518,72.02841656898433,6.228807638779489,188.5164851580762,Rice
91.39491607847691,46.14579929852573,56.06051795665327,28.087419150128817,76.22615398312007,6.415500674966378,257.422601133479,Rice
90.90496002934135,48.27098203050703,42.437721866738954,22.717240243020203,83.62235707929966,5.77215752154344,228.774507550059,Rice
108.3618504688973,42.13753846189488,51.34624439257807,23.848441755520454,89.2585375047516,6.225318470079888,270.89888246627373,Rice
102.00906168625048,40.86825065709638,52.66302751188044,34.271050133099855,82.03223640292663,6.7287832891401855,282.63096950226117,Rice
89.1231908779573,44.240896798164535,52.21961977701984,26.16542704710057,86.7972260573344,6.850034685097016,203.01320689540773,Rice
89.47482235897928,55.61051030487724,45.49612071096272,32.33921477770517,78.47476507297526,6.501324848937205,164.33029707520024,Rice
104.95437298706292,49.03535357474458,51.73216926350948,22.52021311617295,84.73747489888365,6.794195616314843,182.51097001361634,Rice
83.82858222080647,40.47277172092673,52.83943000886532,29.106410541331712,80.9339482542814,5.847920644173963,208.6358993858272,Rice
103.77905340744692,49.935337177183385,59.755710404297744,22.046596288350997,83.90289108095187,6.106478152156438,214.22994223884223,Rice
108.70391062632706,53.84872302648739,59.825119874043764,21.92591434181188,72.08219298768333,6.586508225693112,236.75803755096138,Rice
90.96642666239224,41.58838737977973,41.71316499192861,33.41286311996177,73.83734649437486,5.985057343173281,183.99846033404822,Rice
94.1998522332775,41.38847685492187,50.38119581816541,21.014188453883225,86.00713015644723,5.850568122865649,231.0017871906766,Rice
115.20316350245832,53.01754738094388,50.65915573102671,24.865006296730634,76.66003826116396,6.504230432797286,299.1209041831751,Rice
106.47356759397515,51.1556683474005,54.61301020478492,26.97808418425577,71.20284685201571,6.343445223816865,293.64379267580705,Rice
